,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,grade
10,24.2891817416,11.8350870787,16.5050877397,18.7297297297,7.12987012987,323.0,11.0,5.0,231.0,237.0,64.0,82.0,15.0,117.0,614.0,783.0,578.0,25.0,74.0,six
11,24.2682750529,11.9799420227,16.2031532263,21.3137254902,7.03587856486,270.0,36.0,5.0,195.0,178.0,36.0,63.0,4.0,66.0,472.0,639.0,418.0,30.0,51.0,six
12,24.1691645714,12.5755194833,16.544538671,27.3953488372,7.44821731749,351.0,40.0,7.0,213.0,188.0,25.0,59.0,21.0,55.0,485.0,584.0,578.0,16.0,43.0,six
13,24.9392910169,11.975600901,17.1630862127,14.1333333333,6.60377358491,49.0,1.0,0.0,42.0,40.0,8.0,13.0,1.0,21.0,103.0,128.0,84.0,0.0,15.0,six
14,23.8840804234,11.7628297337,15.9467567835,19.1132075472,7.39684106614,263.0,13.0,6.0,200.0,184.0,29.0,65.0,6.0,64.0,478.0,538.0,441.0,34.0,53.0,six
15,22.1070768806,11.5358227982,15.8147112782,13.2,6.00505050505,36.0,3.0,3.0,50.0,40.0,8.0,6.0,8.0,9.0,104.0,137.0,58.0,3.0,15.0,six
16,23.2293380715,11.7799427313,15.5712001925,29.0084745763,7.59275489337,843.0,66.0,43.0,575.0,570.0,129.0,181.0,43.0,164.0,1455.0,1761.0,1574.0,88.0,118.0,six
17,23.9532225222,12.1669030041,16.0425705628,24.0,7.66666666667,225.0,12.0,14.0,141.0,114.0,38.0,49.0,9.0,58.0,342.0,414.0,412.0,14.0,35.0,six
18,22.2450953883,9.65185694433,14.6507755504,8.84615384615,7.68695652174,24.0,6.0,2.0,26.0,22.0,4.0,2.0,0.0,0.0,54.0,52.0,63.0,0.0,13.0,six
19,23.5763646322,12.1921487386,16.392612937,21.9428571429,7.14583333333,210.0,19.0,6.0,132.0,124.0,32.0,54.0,12.0,46.0,342.0,416.0,342.0,10.0,35.0,six
20,24.1971554304,12.4030375893,16.6083385471,30.21875,6.95449844881,280.0,11.0,5.0,147.0,177.0,37.0,85.0,18.0,53.0,446.0,533.0,428.0,6.0,32.0,six
21,24.8769439743,12.210312544,16.6343054535,18.537037037,6.93906093906,260.0,20.0,4.0,149.0,166.0,28.0,48.0,5.0,126.0,391.0,605.0,386.0,10.0,54.0,six
22,23.4493204169,11.7968803863,16.0950334354,20.1272727273,7.26558265583,298.0,15.0,7.0,209.0,195.0,25.0,66.0,4.0,63.0,495.0,610.0,482.0,15.0,55.0,six
23,24.7439753551,12.7667137161,16.7032077654,25.56,7.3896713615,210.0,8.0,8.0,96.0,99.0,18.0,32.0,14.0,27.0,245.0,331.0,303.0,5.0,25.0,six
24,24.2716085316,11.7156622027,16.1876703283,18.9,7.0007558579,303.0,25.0,2.0,210.0,213.0,69.0,76.0,13.0,89.0,568.0,762.0,542.0,19.0,70.0,six
25,23.8383747044,11.9973393639,16.2243062818,22.0298507463,7.26219512195,336.0,25.0,18.0,230.0,247.0,53.0,87.0,7.0,131.0,617.0,819.0,631.0,26.0,67.0,six
26,23.9084296293,12.1400103251,16.0847822626,21.4324324324,7.26986128625,230.0,9.0,7.0,131.0,112.0,30.0,29.0,3.0,59.0,302.0,456.0,323.0,14.0,37.0,six
27,23.7134191832,11.9386965225,16.2955970771,19.2105263158,7.01301369863,338.0,24.0,14.0,220.0,289.0,35.0,91.0,7.0,151.0,635.0,865.0,583.0,12.0,76.0,six
28,23.711503614,12.1434106818,16.126896222,29.3168316832,7.07835190814,787.0,64.0,30.0,524.0,491.0,80.0,143.0,41.0,158.0,1238.0,1649.0,1232.0,80.0,101.0,six
29,24.1925645468,11.6454457946,15.8599695277,12.4655172414,7.30774550484,369.0,16.0,8.0,216.0,265.0,60.0,90.0,12.0,106.0,631.0,790.0,627.0,29.0,116.0,six
30,23.5430857672,12.8493201954,16.1500016681,31.96,7.44305381727,225.0,14.0,18.0,152.0,93.0,36.0,33.0,12.0,22.0,314.0,416.0,356.0,27.0,25.0,six
31,25.4984600909,12.7055004971,16.9994808757,23.7777777778,7.24182242991,259.0,17.0,7.0,114.0,131.0,19.0,64.0,13.0,74.0,328.0,471.0,376.0,9.0,36.0,six
32,22.7323040506,12.0458153232,15.7400681595,26.425,7.60075685904,308.0,29.0,13.0,222.0,153.0,41.0,38.0,21.0,18.0,454.0,524.0,505.0,28.0,40.0,six
33,23.1373093707,11.8059114203,15.9021815264,26.2571428571,7.33188248096,222.0,17.0,13.0,164.0,141.0,40.0,50.0,10.0,32.0,395.0,482.0,410.0,27.0,35.0,six
34,23.6107293382,12.2872842255,16.4512157443,24.4,7.15846994536,307.0,45.0,7.0,196.0,171.0,28.0,64.0,8.0,48.0,459.0,595.0,497.0,6.0,45.0,six
35,22.9115296317,12.029837967,16.2165117359,21.68,7.14852398524,289.0,31.0,13.0,209.0,175.0,23.0,66.0,23.0,38.0,473.0,598.0,467.0,19.0,50.0,six
36,24.2947678786,12.5964146077,16.5823469119,34.6486486486,6.93369734789,398.0,23.0,22.0,253.0,165.0,55.0,35.0,23.0,27.0,508.0,724.0,544.0,14.0,37.0,six
37,23.7216777674,11.5828599356,15.6372675391,21.0303030303,7.17939481268,327.0,53.0,8.0,254.0,229.0,55.0,77.0,7.0,54.0,615.0,745.0,623.0,20.0,66.0,six
38,23.7108440923,11.7569442117,16.1845551056,26.2857142857,7.3847826087,225.0,18.0,10.0,167.0,181.0,27.0,49.0,10.0,58.0,424.0,529.0,372.0,19.0,35.0,six
39,24.1082568358,12.1414210661,16.3712793364,17.9259259259,7.22314049587,251.0,15.0,5.0,148.0,167.0,39.0,50.0,9.0,92.0,404.0,551.0,408.0,9.0,54.0,six
40,23.4974186341,12.5153023889,16.206898614,27.3235294118,7.62863293864,293.0,7.0,15.0,188.0,133.0,30.0,25.0,12.0,21.0,376.0,457.0,441.0,31.0,34.0,six
41,24.6663876153,11.9425865814,16.1897060403,15.9411764706,7.12730627306,121.0,11.0,1.0,82.0,93.0,10.0,29.0,11.0,47.0,214.0,326.0,200.0,16.0,34.0,six
42,23.8260466143,12.14964555,16.312114102,24.7166666667,7.07687120701,395.0,41.0,4.0,254.0,276.0,40.0,61.0,22.0,74.0,631.0,819.0,648.0,16.0,60.0,six
43,23.015737814,12.2120958155,15.7979185017,30.9259259259,7.48622754491,217.0,22.0,19.0,151.0,117.0,32.0,41.0,18.0,29.0,341.0,449.0,363.0,23.0,27.0,six
44,23.5780535035,11.6317385482,15.8635895225,18.375,7.35918367347,185.0,23.0,1.0,134.0,133.0,24.0,28.0,4.0,39.0,319.0,392.0,331.0,12.0,40.0,six
45,24.2727551631,11.6553936701,15.2823320665,17.4210526316,7.39274924471,94.0,2.0,0.0,65.0,70.0,10.0,9.0,0.0,17.0,154.0,197.0,120.0,14.0,19.0,one
46,23.5329215178,12.1481982564,15.9188409467,11.8181818182,7.33846153846,40.0,2.0,0.0,27.0,16.0,5.0,1.0,2.0,5.0,49.0,62.0,63.0,5.0,11.0,one
47,24.4036042558,11.8162281205,16.3152512029,21.6,6.79320987654,82.0,12.0,1.0,73.0,50.0,9.0,8.0,0.0,14.0,140.0,204.0,115.0,5.0,15.0,one
48,23.1154306573,10.4775474843,15.838563985,6.66666666667,7.65,6.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,14.0,10.0,9.0,1.0,3.0,one
49,22.2536271244,10.9204399861,15.3272872367,9.28571428571,6.98461538462,15.0,1.0,0.0,16.0,11.0,3.0,4.0,0.0,2.0,34.0,36.0,28.0,1.0,7.0,one
50,22.770161565,11.2870823247,16.2398975654,17.625,6.30496453901,25.0,7.0,1.0,29.0,29.0,5.0,3.0,0.0,6.0,66.0,92.0,49.0,0.0,8.0,one
51,22.2339471575,12.0166455843,15.2505674144,11.2,7.48214285714,14.0,1.0,0.0,11.0,11.0,2.0,1.0,0.0,8.0,25.0,29.0,25.0,2.0,5.0,one
52,23.2506036909,11.8152101881,16.2326442855,15.9,7.36477987421,38.0,3.0,1.0,31.0,32.0,7.0,8.0,0.0,8.0,78.0,93.0,64.0,2.0,10.0,one
53,22.5915695466,12.0040712427,15.7361695943,14.1666666667,6.54117647059,51.0,15.0,0.0,45.0,51.0,7.0,11.0,2.0,12.0,114.0,156.0,98.0,1.0,18.0,one
54,21.0576961569,11.3377118636,16.3476049933,6.66666666667,6.15,3.0,0.0,0.0,5.0,7.0,2.0,2.0,0.0,0.0,16.0,17.0,3.0,0.0,3.0,one
55,23.4869072582,11.894354095,16.1240673081,12.5,6.89,28.0,1.0,0.0,25.0,14.0,4.0,7.0,3.0,4.0,50.0,59.0,41.0,0.0,8.0,one
56,23.8035958715,12.1415640626,15.9940605813,17.4545454545,6.52604166667,49.0,5.0,0.0,42.0,39.0,12.0,10.0,2.0,10.0,103.0,129.0,53.0,10.0,11.0,one
57,24.2466917643,11.6877283078,16.2200945238,13.2,6.36868686869,38.0,7.0,0.0,39.0,33.0,9.0,15.0,1.0,7.0,96.0,113.0,85.0,0.0,15.0,one
58,22.7219802094,12.0482215711,16.2600430131,9.25,6.64864864865,8.0,3.0,0.0,7.0,3.0,1.0,1.0,0.0,1.0,12.0,21.0,16.0,0.0,4.0,one
59,23.1205152498,11.711253511,16.1471416633,15.6666666667,6.91489361702,49.0,3.0,0.0,32.0,37.0,6.0,15.0,2.0,11.0,90.0,118.0,67.0,3.0,12.0,one
60,24.0498018719,11.4999287825,15.9654825378,12.4615384615,7.03703703704,44.0,5.0,0.0,37.0,33.0,4.0,5.0,0.0,7.0,79.0,91.0,70.0,1.0,13.0,one
61,22.8316494255,11.9550199493,15.616092769,17.3636363636,7.50785340314,41.0,12.0,1.0,45.0,27.0,9.0,7.0,0.0,5.0,88.0,94.0,91.0,6.0,11.0,one
62,22.4640224854,11.2492612501,15.5860764038,20.0,6.8,22.0,3.0,1.0,21.0,16.0,5.0,5.0,0.0,4.0,47.0,65.0,35.0,0.0,5.0,one
63,22.7697761266,11.4295574684,15.6394809748,20.0909090909,6.82805429864,56.0,4.0,3.0,45.0,33.0,11.0,12.0,0.0,4.0,101.0,125.0,94.0,2.0,11.0,one
64,22.6064636996,11.446116588,15.0936096495,14.25,7.58333333333,62.0,3.0,0.0,59.0,49.0,8.0,7.0,1.0,7.0,123.0,127.0,92.0,9.0,16.0,one
65,24.4156694885,11.8870603713,16.1683372977,16.0,7.32589285714,66.0,3.0,2.0,38.0,36.0,5.0,19.0,4.0,17.0,98.0,120.0,102.0,2.0,14.0,one
66,23.4547460916,11.6719202641,16.4988515684,17.1176470588,7.11340206186,68.0,3.0,0.0,54.0,64.0,9.0,17.0,3.0,16.0,144.0,153.0,132.0,6.0,17.0,one
67,20.4147024876,10.651951079,13.6604989859,9.6,8.77083333333,12.0,4.0,0.0,12.0,12.0,1.0,2.0,0.0,0.0,27.0,19.0,27.0,2.0,5.0,one
68,23.8035182364,11.8293074812,15.8279158812,12.125,6.0824742268,26.0,0.0,1.0,25.0,17.0,4.0,6.0,1.0,1.0,52.0,64.0,33.0,0.0,8.0,one
69,23.9393650483,11.7358146448,15.9986608301,18.05,7.20221606648,92.0,5.0,3.0,70.0,56.0,15.0,17.0,2.0,11.0,158.0,189.0,170.0,2.0,20.0,one
70,25.2408772564,11.9210493763,16.8078573003,12.875,6.67961165049,19.0,1.0,2.0,24.0,24.0,5.0,3.0,0.0,5.0,56.0,64.0,38.0,1.0,8.0,one
71,23.3333647168,11.3679191304,15.2975839126,15.4705882353,7.39923954373,68.0,7.0,0.0,42.0,57.0,4.0,12.0,0.0,23.0,115.0,145.0,114.0,4.0,17.0,one
72,21.550371814,11.0040955024,14.55787071,18.6,8.40860215054,16.0,3.0,1.0,14.0,18.0,5.0,0.0,0.0,0.0,37.0,25.0,62.0,6.0,5.0,one
73,24.7961994706,11.7721180487,16.503130027,9.77777777778,6.43181818182,24.0,1.0,0.0,12.0,13.0,0.0,2.0,1.0,4.0,27.0,58.0,30.0,0.0,9.0,one
74,23.8890200678,11.435182313,16.0928985614,16.6666666667,6.57,26.0,1.0,0.0,30.0,19.0,2.0,4.0,1.0,1.0,55.0,63.0,37.0,0.0,6.0,one
75,24.6621453881,11.5101294449,16.1648086268,16.125,6.71317829457,37.0,0.0,0.0,27.0,30.0,2.0,6.0,0.0,11.0,65.0,85.0,43.0,1.0,8.0,one
76,24.2465384666,11.5665150114,15.9261567153,18.0714285714,6.83794466403,62.0,2.0,0.0,49.0,50.0,10.0,19.0,3.0,15.0,128.0,142.0,109.0,2.0,14.0,one
77,20.3402423481,8.92369469218,14.4414925544,8.5,7.08823529412,8.0,4.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,14.0,16.0,18.0,0.0,4.0,one
78,24.1739505044,12.3772048091,16.7263706629,15.7647058824,6.58955223881,82.0,5.0,2.0,59.0,40.0,7.0,8.0,2.0,9.0,114.0,158.0,106.0,4.0,17.0,one
79,22.738294208,12.409568222,15.3510921543,6.0,7.20512820513,16.0,6.0,0.0,20.0,2.0,4.0,2.0,0.0,6.0,28.0,42.0,36.0,0.0,13.0,one
80,24.8762530297,12.23848665,16.2921619156,17.6,7.38068181818,67.0,1.0,0.0,25.0,27.0,10.0,5.0,0.0,15.0,67.0,104.0,72.0,0.0,10.0,one
81,22.6932075129,12.3582128666,16.3792760525,14.7777777778,6.39097744361,33.0,9.0,1.0,24.0,27.0,2.0,6.0,0.0,3.0,59.0,81.0,52.0,0.0,9.0,one
82,24.3242625114,11.953712317,16.7642350015,14.6666666667,8.25,10.0,0.0,0.0,12.0,4.0,3.0,3.0,0.0,4.0,22.0,22.0,16.0,6.0,3.0,one
83,23.735841209,11.6829374977,15.9016070172,11.8571428571,6.81927710843,20.0,0.0,0.0,13.0,22.0,4.0,2.0,0.0,9.0,41.0,53.0,28.0,2.0,7.0,one
84,24.4329458389,12.1669666709,16.7650337294,19.0625,6.95737704918,77.0,8.0,1.0,55.0,57.0,9.0,10.0,1.0,19.0,131.0,153.0,151.0,1.0,16.0,one
85,23.8711085557,11.8027199758,15.8592969084,16.1818181818,7.02528089888,84.0,12.0,2.0,74.0,75.0,6.0,16.0,1.0,9.0,171.0,205.0,146.0,5.0,22.0,one
86,23.2395165389,11.2118635002,15.603058877,13.9,6.74100719424,56.0,11.0,0.0,59.0,62.0,13.0,15.0,0.0,11.0,149.0,159.0,113.0,6.0,20.0,one
87,22.2498669229,11.3896245113,16.1483991084,10.6,7.75471698113,11.0,2.0,0.0,14.0,3.0,4.0,2.0,0.0,2.0,23.0,18.0,35.0,0.0,5.0,one
88,23.2121871089,11.616980853,15.5559922462,8.5,6.47058823529,11.0,0.0,0.0,14.0,7.0,7.0,2.0,0.0,0.0,30.0,31.0,19.0,1.0,6.0,one
89,20.9379481625,12.268061121,14.8634611871,12.6,8.21428571429,24.0,9.0,0.0,29.0,20.0,8.0,3.0,0.0,4.0,60.0,48.0,73.0,5.0,10.0,one
90,24.4540153933,11.5872528245,16.003933374,17.5,6.91428571429,40.0,4.0,0.0,25.0,30.0,11.0,11.0,2.0,17.0,77.0,100.0,67.0,8.0,10.0,one
91,20.2517626453,9.59726943166,14.1458808388,9.6,7.4375,11.0,4.0,1.0,9.0,10.0,1.0,2.0,0.0,1.0,22.0,24.0,23.0,1.0,5.0,one
92,24.5022235368,11.9243933012,16.4918149416,21.0,6.90952380952,62.0,3.0,1.0,38.0,36.0,7.0,13.0,2.0,6.0,94.0,118.0,92.0,0.0,10.0,one
93,23.6875338504,12.3983325974,16.3020811523,14.5,7.18965517241,14.0,3.0,0.0,9.0,13.0,2.0,4.0,0.0,4.0,28.0,35.0,23.0,0.0,4.0,one
94,22.7321059012,11.7592820485,14.9891339092,12.8333333333,7.6461038961,73.0,6.0,1.0,55.0,67.0,16.0,12.0,2.0,20.0,150.0,146.0,159.0,3.0,24.0,one
95,23.5385654652,11.6561507365,15.9246108091,18.9,6.95767195767,54.0,3.0,1.0,29.0,30.0,12.0,10.0,2.0,8.0,81.0,99.0,89.0,1.0,10.0,one
96,22.7908409977,11.9407748246,16.2311678735,12.875,7.25889967638,81.0,3.0,0.0,66.0,47.0,18.0,17.0,4.0,15.0,148.0,149.0,154.0,6.0,24.0,one
97,22.2932996726,10.8688523071,15.202243012,13.7272727273,7.33112582781,59.0,12.0,0.0,64.0,76.0,13.0,3.0,0.0,17.0,156.0,167.0,119.0,16.0,22.0,one
98,23.9980599627,11.7026907636,16.125409867,19.1,6.75392670157,31.0,9.0,0.0,26.0,37.0,10.0,9.0,0.0,20.0,82.0,111.0,79.0,1.0,10.0,one
99,24.3007933568,11.7582840983,16.1024620896,12.7894736842,7.26748971193,52.0,7.0,0.0,39.0,43.0,13.0,14.0,1.0,10.0,109.0,118.0,122.0,3.0,19.0,two
100,23.8416665982,11.7795758699,16.4958504617,21.8,7.32568807339,55.0,7.0,0.0,43.0,34.0,10.0,17.0,6.0,13.0,104.0,119.0,96.0,3.0,10.0,two
101,23.7329952807,11.6331627916,15.8880175848,14.9130434783,7.11078717201,80.0,5.0,0.0,60.0,57.0,15.0,21.0,2.0,24.0,153.0,193.0,148.0,2.0,23.0,two
102,23.9980017862,11.9128644721,16.3732258728,20.5714285714,7.65277777778,75.0,7.0,0.0,53.0,60.0,10.0,19.0,5.0,6.0,142.0,147.0,129.0,12.0,14.0,two
103,24.9196585894,12.0830863325,16.5729100179,11.0769230769,7.16666666667,36.0,6.0,0.0,25.0,30.0,3.0,4.0,1.0,15.0,62.0,78.0,66.0,0.0,13.0,two
104,22.9861477656,11.7389715532,15.6648094872,16.5263157895,7.51592356688,52.0,14.0,2.0,48.0,62.0,24.0,25.0,6.0,18.0,159.0,147.0,165.0,2.0,19.0,two
105,23.4085151883,12.1555776824,15.544823569,15.8181818182,8.58620689655,59.0,2.0,0.0,31.0,28.0,3.0,6.0,0.0,19.0,68.0,65.0,104.0,5.0,11.0,two
106,23.5374310993,11.7152091622,16.0391896608,21.2413793103,6.74350649351,152.0,10.0,7.0,101.0,110.0,13.0,50.0,7.0,28.0,274.0,372.0,240.0,4.0,29.0,two
107,25.1750974456,11.5694633401,16.2154315244,16.3913043478,6.37400530504,95.0,8.0,0.0,66.0,60.0,12.0,21.0,2.0,36.0,159.0,260.0,114.0,3.0,23.0,two
108,22.9303500227,12.0932927766,16.2301345754,18.2857142857,7.19140625,62.0,4.0,5.0,49.0,38.0,9.0,14.0,0.0,10.0,110.0,145.0,104.0,7.0,14.0,two
109,23.6801641918,11.3608917303,15.9255534024,17.619047619,6.88378378378,92.0,6.0,4.0,68.0,74.0,8.0,24.0,1.0,15.0,174.0,221.0,145.0,4.0,21.0,two
110,22.5466449675,12.9355225749,15.6991088102,19.75,7.69198312236,58.0,17.0,7.0,49.0,16.0,13.0,3.0,2.0,1.0,81.0,111.0,120.0,6.0,12.0,two
111,23.6895812066,12.2437920267,15.9665028293,20.0,8.05,33.0,1.0,0.0,22.0,20.0,4.0,0.0,0.0,3.0,46.0,39.0,57.0,4.0,5.0,two
112,24.0633388584,12.1154631105,16.0523827783,15.8947368421,7.14569536424,73.0,7.0,2.0,50.0,50.0,15.0,19.0,1.0,18.0,134.0,186.0,112.0,4.0,19.0,two
113,22.7649280313,11.9129499031,15.9473998271,16.0,6.63942307692,82.0,13.0,3.0,57.0,59.0,45.0,31.0,4.0,37.0,192.0,235.0,181.0,0.0,26.0,two
114,23.9974891797,11.6752875294,16.2651843698,15.7,7.42356687898,63.0,10.0,0.0,53.0,65.0,12.0,20.0,1.0,16.0,150.0,155.0,156.0,3.0,20.0,two
115,23.3080163997,11.436282488,15.8118163569,16.6470588235,7.13427561837,57.0,12.0,1.0,56.0,57.0,16.0,14.0,3.0,16.0,143.0,158.0,125.0,0.0,17.0,two
116,23.7929065193,11.9795614746,16.8077625629,16.5714285714,6.36206896552,53.0,2.0,2.0,34.0,52.0,5.0,14.0,2.0,9.0,105.0,146.0,84.0,2.0,14.0,two
117,23.0577299606,12.3304141319,16.3869767866,21.5,7.16279069767,61.0,2.0,0.0,38.0,50.0,3.0,9.0,1.0,17.0,100.0,123.0,92.0,0.0,10.0,two
118,24.3663621509,12.525029587,16.3258725918,23.4375,7.29066666667,118.0,7.0,3.0,62.0,61.0,13.0,21.0,10.0,12.0,157.0,196.0,175.0,4.0,16.0,two
119,24.2666465171,12.0327616385,16.3814753391,20.9375,7.10746268657,86.0,12.0,1.0,64.0,48.0,10.0,18.0,2.0,15.0,140.0,195.0,131.0,9.0,16.0,two
120,22.4876861489,11.7421821685,15.8326841168,15.8148148148,7.12880562061,99.0,10.0,2.0,84.0,72.0,17.0,21.0,7.0,17.0,194.0,233.0,190.0,4.0,27.0,two
121,23.6750352403,12.1146567126,16.4867669775,17.2,7.09302325581,54.0,9.0,3.0,44.0,47.0,8.0,9.0,1.0,13.0,108.0,141.0,115.0,2.0,15.0,two
122,24.6346150297,11.7790246934,16.0738061426,14.8666666667,7.16591928251,56.0,5.0,1.0,45.0,37.0,8.0,16.0,0.0,13.0,106.0,121.0,98.0,4.0,15.0,two
123,23.4285638576,12.2231523611,16.4515855379,103.0,6.87378640777,52.0,3.0,0.0,38.0,29.0,11.0,12.0,6.0,10.0,90.0,120.0,84.0,2.0,2.0,two
124,23.1766407489,11.5870738432,15.8648454549,19.0,7.40350877193,92.0,7.0,0.0,67.0,67.0,8.0,19.0,1.0,11.0,161.0,186.0,149.0,7.0,18.0,two
125,21.3740915597,10.8173883466,14.8559525949,2.51851851852,7.45588235294,14.0,4.0,3.0,18.0,21.0,0.0,4.0,0.0,3.0,43.0,40.0,24.0,4.0,27.0,two
126,23.8534885374,11.7183133477,15.7185485004,17.1363636364,7.66578249337,94.0,13.0,0.0,75.0,67.0,11.0,18.0,6.0,19.0,171.0,197.0,170.0,10.0,22.0,two
127,23.7353628649,12.077256657,16.2475661946,26.8333333333,7.01552795031,73.0,21.0,0.0,56.0,44.0,12.0,17.0,4.0,17.0,129.0,180.0,138.0,4.0,12.0,two
128,23.0971586411,11.7119565263,15.9366909012,12.6363636364,7.26978417266,73.0,0.0,0.0,55.0,48.0,18.0,12.0,0.0,11.0,133.0,154.0,121.0,3.0,22.0,two
129,22.6296083366,11.8242840883,15.4348623525,14.125,7.49557522124,83.0,13.0,0.0,62.0,60.0,9.0,19.0,1.0,24.0,150.0,165.0,169.0,5.0,24.0,two
130,24.594632836,11.9331501166,16.4419969996,13.6666666667,7.42276422764,62.0,6.0,0.0,49.0,41.0,8.0,8.0,0.0,14.0,106.0,121.0,123.0,2.0,18.0,two
131,23.141985481,11.8625845656,15.9458667031,23.2,7.56465517241,127.0,16.0,1.0,100.0,87.0,12.0,17.0,3.0,10.0,216.0,227.0,224.0,13.0,20.0,two
132,24.4584835896,11.9447315077,16.5163900044,18.7777777778,6.87573964497,97.0,8.0,2.0,46.0,67.0,8.0,25.0,3.0,21.0,146.0,188.0,147.0,3.0,18.0,two
133,23.6221482631,11.6800729516,16.0267334608,11.0769230769,6.1875,30.0,0.0,1.0,24.0,39.0,3.0,9.0,0.0,10.0,75.0,102.0,42.0,0.0,13.0,two
134,24.3875668264,11.6719439977,16.2228749633,17.023255814,6.92349726776,142.0,15.0,6.0,121.0,141.0,38.0,39.0,1.0,45.0,339.0,439.0,280.0,13.0,43.0,two
135,23.5063575173,12.1136637385,16.0161781547,15.0,7.33333333333,72.0,6.0,1.0,46.0,58.0,26.0,12.0,1.0,24.0,142.0,166.0,136.0,13.0,21.0,two
136,21.5575784017,10.871126032,14.5307715165,18.8,7.74468085106,19.0,8.0,0.0,46.0,25.0,1.0,0.0,0.0,0.0,72.0,49.0,40.0,5.0,5.0,two
137,24.0450883433,11.9431481807,16.2075733242,17.652173913,6.78571428571,95.0,15.0,1.0,80.0,68.0,11.0,21.0,1.0,34.0,180.0,251.0,154.0,1.0,23.0,two
138,24.113890079,11.8417602327,15.6686914379,19.3,7.18652849741,55.0,3.0,1.0,41.0,35.0,4.0,12.0,3.0,8.0,92.0,108.0,82.0,3.0,10.0,two
139,24.1682710769,12.0046469017,16.4292080313,21.1,7.14454976303,107.0,10.0,3.0,67.0,70.0,11.0,21.0,5.0,35.0,169.0,237.0,181.0,4.0,20.0,two
140,24.4795907723,11.8460914065,16.2683551187,13.1923076923,6.72011661808,79.0,1.0,1.0,56.0,71.0,13.0,21.0,0.0,35.0,161.0,208.0,132.0,3.0,26.0,two
141,24.2155028677,12.2377394217,16.3651858846,14.2142857143,7.46231155779,54.0,7.0,4.0,46.0,22.0,11.0,8.0,2.0,3.0,87.0,96.0,102.0,1.0,14.0,two
142,24.0207529625,12.1039555928,16.573439423,27.0909090909,7.09060402685,81.0,8.0,2.0,63.0,51.0,8.0,12.0,1.0,12.0,134.0,171.0,121.0,6.0,11.0,two
143,23.1593468641,11.5198964004,15.7901704894,19.4375,7.32154340836,79.0,13.0,3.0,75.0,45.0,8.0,7.0,2.0,5.0,135.0,162.0,144.0,5.0,16.0,two
144,22.7594187281,12.2984668639,15.9132063143,16.5384615385,7.75813953488,57.0,9.0,3.0,55.0,20.0,9.0,4.0,3.0,2.0,88.0,106.0,97.0,12.0,13.0,two
145,23.9280793203,12.038920659,16.2482246035,17.4545454545,7.05208333333,98.0,16.0,2.0,64.0,65.0,15.0,25.0,2.0,15.0,169.0,213.0,162.0,9.0,22.0,two
146,22.7603082526,12.6538405433,16.0675469098,20.0,6.75,20.0,1.0,0.0,14.0,8.0,2.0,0.0,0.0,1.0,24.0,31.0,29.0,0.0,3.0,two
147,24.0321903656,11.934932974,15.8118952908,14.0,6.37142857143,42.0,2.0,1.0,37.0,35.0,13.0,14.0,0.0,12.0,99.0,139.0,69.0,2.0,15.0,two
148,22.863096745,11.6344407489,15.8913551263,17.2857142857,6.77272727273,46.0,7.0,0.0,46.0,53.0,6.0,13.0,0.0,10.0,118.0,135.0,105.0,2.0,14.0,two
149,23.1820353285,11.2928823594,15.6442749337,9.11111111111,6.93292682927,38.0,5.0,1.0,30.0,27.0,8.0,13.0,0.0,0.0,78.0,94.0,70.0,0.0,18.0,two
150,20.6389310839,10.3128457084,14.4763746997,11.5714285714,7.74074074074,15.0,7.0,0.0,19.0,17.0,4.0,5.0,0.0,0.0,45.0,39.0,40.0,2.0,7.0,two
151,23.9838614429,11.6708961639,16.0549293681,15.4545454545,7.64705882353,79.0,6.0,0.0,55.0,84.0,8.0,16.0,2.0,19.0,163.0,168.0,160.0,12.0,22.0,two
152,20.7480156165,10.7473125405,14.5537152157,13.2,7.83333333333,16.0,2.0,0.0,17.0,14.0,6.0,4.0,0.0,0.0,41.0,36.0,24.0,6.0,5.0,two
153,23.7362437124,11.2041325911,15.4796378577,22.3333333333,7.90298507463,35.0,1.0,0.0,27.0,25.0,5.0,4.0,2.0,14.0,61.0,65.0,67.0,2.0,6.0,two
154,23.9211178954,12.5032632569,16.1580494336,22.25,7.26217228464,72.0,10.0,5.0,50.0,34.0,14.0,10.0,1.0,11.0,108.0,146.0,116.0,5.0,12.0,two
155,25.2752119272,12.0427818937,16.6517996065,17.3125,6.98194945848,55.0,15.0,1.0,38.0,62.0,7.0,20.0,3.0,19.0,127.0,155.0,118.0,4.0,16.0,two
156,24.116552998,11.9792383271,16.2120388782,17.8636363636,7.07888040712,85.0,8.0,3.0,79.0,71.0,9.0,18.0,2.0,37.0,177.0,237.0,153.0,3.0,22.0,two
157,24.1538229023,11.6951817475,16.2885499764,14.5555555556,6.59160305344,52.0,5.0,1.0,37.0,60.0,10.0,19.0,1.0,22.0,126.0,175.0,87.0,0.0,18.0,two
158,24.1186816016,12.5371887128,16.2501999007,15.7272727273,7.21965317919,54.0,6.0,3.0,38.0,22.0,5.0,9.0,0.0,3.0,74.0,99.0,70.0,4.0,11.0,two
